"","session","hex01","hex02","hex03","hex04","hex05","hex06","hex07","hex08","hex09","hex10","hex11","hex12","hex13","hex14","hex15","hex16","hex17","hex18","hex19","hex20","hex21","hex22","hex23","hex24","hex25","hex26","hex27","hex28","hex29","hex30","hex31","hex32","hex33","hex34","hex35","hex36","hex37","hex38","hex39","hex40","hex41","hex42","hex43","hex44","hex45","hex46","hex47","hex48","hex49","hex50","hex51","hex52","hex53","hex54","hex55","hex56","hex57","hex58","hex59","hex60","responsive02","responsive03","responsive04","responsive05","commit01","commit02","commit03","commit04","commit05","commit06","commit07","age","matevalue01","matevalue02_R","matevalue03","satis01","satis02","satis03","satis04","satis05","responsive01","sex","phex01","phex02","phex03","phex04","phex05","phex06","phex07","phex08","phex09","phex10","phex11","phex12","phex13","phex14","phex15","phex16","phex17","phex18","phex19","phex20","phex21","phex22","phex23","phex24","phex25","phex26","phex27","phex28","phex29","phex30","phex31","phex32","phex33","phex34","phex35","phex36","phex37","phex38","phex39","phex40","phex41","phex42","phex43","phex44","phex45","phex46","phex47","phex48","phex49","phex50","phex51","phex52","phex53","phex54","phex55","phex56","phex57","phex58","phex59","phex60","relation_type","year","month","HH","EM","EX","AG","CO","OP","pHH","pEM","pEX","pAG","pCO","pOP","matevalue","satis","commit","responsive"
"281","ZGrLi9h_WUY1E5Yu46_a_2nAbie6mVmaFfJ7_7NhC-Do51Xypf4vuCHncXb34gNr",1,5,4,5,1,3,2,2,1,2,1,1,1,4,2,2,1,2,1,2,1,5,4,4,5,2,2,2,2,3,2,2,4,2,4,2,3,4,4,4,4,5,4,2,4,2,2,1,4,2,4,1,4,5,3,2,2,3,2,1,2,9,2,7,9,8,2,4,6,9,9,25,6,2,5,9,8,8,9,9,8,2,3,4,4,4,2,2,3,3,4,1,2,1,2,1,2,5,3,2,3,2,4,5,2,5,1,2,3,2,4,3,3,2,3,4,2,2,4,4,4,4,2,4,4,2,2,2,3,2,4,2,4,1,4,4,2,4,4,4,2,2,3,5,4,3.3,2.1,3.8,4,3.5,3.4,2.9,3,4.4,3,3.6,2.9,6.33333333333333,8.6,7.28571428571429,6.4
"285","bn1AqqwTurs1zJKre5EKOsWgQtywv0jLEPYQ9uFKPt55giw2VdZFQwdRtzIJYn--",5,5,2,4,1,5,1,5,4,4,4,5,1,1,4,1,3,5,1,1,3,4,1,1,3,1,2,4,4,1,3,1,5,1,5,3,5,1,5,5,5,3,5,3,5,1,1,1,5,5,4,1,5,1,1,1,4,1,2,1,1,9,1,5,9,1,9,5,1,9,9,23,5,5,5,9,1,9,9,9,9,1,2,5,5,5,5,5,1,1,2,5,5,1,1,1,4,1,5,5,4,1,1,3,4,1,1,4,4,3,5,1,5,1,5,4,2,5,2,5,4,4,1,5,5,2,4,2,4,1,4,4,5,1,3,5,2,1,2,1,1,1,2,1,3,3.8,2.1,3,3.2,4.4,3,4.6,4.5,3.1,4.2,4.1,2.3,5,7.4,4.42857142857143,6.6
"289","lFnxtACMIZlanYsbbn8WxiID5Nmi-hxpiPF50RxIag1L24wKb2trtaCI6db_hobj",1,4,3,3,4,3,2,3,2,3,1,1,2,3,3,4,5,3,4,4,2,2,3,3,2,3,2,3,4,1,3,2,4,2,2,5,4,4,4,1,2,3,4,3,2,3,1,3,4,4,2,3,2,5,5,3,5,3,2,1,2,7,2,5,7,7,8,1,2,7,7,24,6,1,7,5,6,4,2,4,6,2,4,4,2,4,5,4,1,4,1,2,2,1,1,1,3,2,2,5,5,2,1,4,2,4,2,3,2,2,2,1,2,1,3,2,2,4,2,4,3,2,2,1,3,1,3,2,1,3,4,1,3,1,4,5,5,1,3,3,3,1,3,0,9,4,3.4,2.7,2.9,3.3,2.7,4.3,2.7,3.4,3.2,4,1.9,7.33333333333333,4.2,5.28571428571429,5.2
"296","MvitqKh4f65FQioqxy9TDzk10CUCAsQ8h3_eCpmdua4LgIGBFyd7VOaNwzsKX0RT",4,5,2,4,4,3,1,4,1,3,4,1,1,1,2,5,5,1,3,3,2,4,2,2,1,3,2,1,5,3,3,4,4,3,2,2,3,4,3,2,2,5,3,2,3,4,4,2,1,2,3,1,1,4,1,4,2,3,2,1,4,9,3,6,9,9,9,1,9,9,9,23,6,4,7,9,9,7,9,9,9,2,5,1,3,4,2,5,1,1,3,2,3,1,1,5,3,5,5,1,4,4,4,5,4,3,1,1,3,2,2,1,4,2,5,5,5,5,4,5,5,3,5,5,1,5,4,1,4,3,5,4,3,3,4,5,4,2,3,2,4,2,3,2,3,3.2,4.1,3.6,3.4,3.4,2.7,3.7,2.6,4,3.4,2.8,1.6,6.33333333333333,8.6,7.28571428571429,5.8
"298","NiIdEbvGMUpnxUJVT3aSYks6jp1Nku5M8Fozi77Nt5kiiJGqv_jxSLSZ_XiOTg1u",5,5,2,4,2,3,2,3,3,2,5,1,2,3,2,4,4,1,4,3,3,3,2,1,3,2,2,3,4,2,5,2,4,3,2,4,1,5,4,2,3,3,2,4,3,2,4,2,5,3,2,4,2,5,2,2,5,1,3,1,2,7,2,8,9,8,1,3,8,9,9,24,5,5,8,8,7,7,8,9,9,1,3,2,5,4,5,5,1,2,2,1,2,1,1,3,1,3,4,5,2,2,2,3,4,3,2,4,4,2,5,2,3,2,4,3,5,5,5,3,4,3,2,4,4,3,3,3,4,1,2,3,4,3,2,5,1,4,2,2,2,1,3,4,4,3.9,3.5,3,2.8,3.6,1.9,4.4,3.7,3.3,4.1,2.8,3.2,6,7.8,7.85714285714286,6.4
"303","FeMRGJJcVlERiooFY2pNwwV8UpFnJjRUYA9mtyKMUHDbcuiRO2bf4nfENCYTVyYd",5,3,1,4,2,5,1,2,1,3,5,3,1,5,3,2,4,2,5,2,1,3,5,3,1,4,5,3,5,2,5,3,4,2,5,5,2,5,5,3,4,1,5,2,4,4,3,1,5,1,1,5,1,5,5,2,2,1,1,2,3,9,2,8,9,5,1,1,6,9,9,24,1,5,1,9,9,7,9,9,9,2,5,5,4,4,3,4,1,2,1,3,1,5,1,4,2,4,4,2,5,4,1,5,2,3,1,4,5,1,4,1,1,1,5,1,5,4,4,4,2,3,2,4,5,3,5,2,5,2,1,1,5,1,5,5,5,4,1,4,2,1,3,4,1,4.1,3.7,2.4,3.7,2.9,1.5,3.5,2.9,3.8,4.5,2.8,2.5,2.33333333333333,8.6,7.42857142857143,6.6
"307","vhZ_UBoPe77E41U0Rqd89tO5pKD2EkIkzt5CSdP8C0vX6ZH9knG6u-p0zyWOgjgr",2,4,4,4,3,4,3,3,4,2,4,1,4,3,4,4,4,3,2,2,1,5,4,4,4,2,4,2,4,2,2,1,5,3,2,5,4,5,5,4,3,4,5,2,3,2,3,2,2,3,4,1,2,4,1,4,2,4,2,1,1,8,3,5,7,9,3,2,5,7,8,22,7,2,7,7,6,6,8,8,9,2,1,5,3,4,2,5,4,5,2,3,2,1,2,2,4,3,4,4,1,1,2,4,4,4,4,2,4,2,2,1,2,1,4,2,2,5,4,5,4,2,3,3,4,1,4,3,4,4,3,2,4,2,5,5,1,2,2,3,4,1,3,0,11,3.8,3.7,4.1,3.8,3.7,4.1,4.1,2.8,3.2,3.7,4.4,4,7.33333333333333,7,6.71428571428571,6
"308","U2Qh6pm48dyGtD7PzR1d3qnDa39hmHyVYgaEjnb1z8CgohZcRkzZE9JOrEudXmzD",1,4,3,4,5,2,3,4,3,1,3,4,5,3,1,5,2,1,3,2,1,5,4,4,4,5,1,1,4,3,5,1,3,5,3,1,5,5,4,5,1,5,3,4,5,1,5,3,1,3,3,1,4,5,2,3,5,5,3,1,5,6,4,4,9,8,2,4,5,7,5,30,8,1,6,5,9,7,7,7,9,2,3,4,5,3,3,5,5,2,1,3,4,5,3,3,5,4,5,1,2,1,1,3,3,3,3,3,5,3,5,2,5,4,4,3,4,2,4,3,3,2,1,5,4,4,5,2,5,4,2,3,4,5,4,3,1,2,4,2,3,2,3,2,10,2.5,3.6,4.9,3.3,3.4,3.8,2.6,3.7,2.8,3.9,3.1,3.6,7.66666666666667,7,6.28571428571429,4.4
"310","ySr-_bQ_o-WN4FORRXI7tPRDZWlAy3F1Gu933AunpA94j5sDFQSBAj7YMq-BwABp",3,4,4,4,5,3,2,2,3,2,3,1,4,3,4,2,4,4,2,3,2,5,4,3,3,5,4,1,5,2,5,1,5,4,3,3,3,4,5,5,2,5,5,3,4,2,5,3,2,3,5,3,4,4,1,2,2,3,3,1,2,6,3,2,3,6,7,6,3,4,3,24,4,2,5,5,3,4,5,2,7,2,2,4,4,4,4,5,3,4,3,2,1,1,3,3,3,4,1,3,2,2,2,4,4,2,2,4,5,2,4,2,3,2,4,4,4,5,3,5,4,3,4,2,5,3,4,2,4,3,2,3,4,2,5,5,1,1,3,4,4,1,3,0,11,3.5,3.8,3.9,4,3.2,3.4,4.3,2.5,3.9,3.8,3.7,3.6,5.66666666666667,3.8,3.14285714285714,4.4
"311","mnhMTxOlc1_qH931oqUGZ2ZS8P0zmGIjoVl0-pWwK3BFmiJmBfhffn3DxUjuNZgi",4,4,2,4,4,3,4,2,2,4,4,2,2,4,3,4,4,2,2,2,2,4,2,3,4,4,2,3,4,4,4,3,4,3,2,3,2,3,4,2,2,4,4,4,4,4,4,3,4,2,4,3,3,3,3,2,2,2,3,3,4,6,5,4,8,8,3,3,4,8,8,24,3,4,4,7,7,6,6,7,7,2,3,4,4,4,2,4,2,2,2,3,2,2,3,2,3,4,4,2,2,3,2,4,2,3,4,4,3,2,2,2,3,3,4,3,2,3,2,3,4,3,2,3,4,3,2,3,4,3,4,2,4,4,3,4,2,2,3,2,3,2,3,4,4,2.8,3.6,2.9,3.5,2.8,2.9,3.4,3,3.2,3.5,3,3.1,4.33333333333333,6.6,6.57142857142857,4
"313","nGSPwDB7wM0KGp8G2E-0v01mqb-F_iPoOmrpxCBrTTINfjUvGcvSPkKStES36Fc6",1,5,3,5,4,3,3,4,4,3,2,2,3,1,3,4,5,3,4,1,1,4,4,2,4,4,2,2,4,2,2,1,3,4,4,2,4,4,4,3,3,2,5,2,4,2,4,2,4,3,4,4,4,4,2,2,2,4,1,2,6,8,3,7,9,9,2,1,9,9,9,23,6,6,8,9,8,8,9,9,9,2,2,4,4,3,4,5,3,2,2,4,2,1,3,3,3,3,5,4,3,1,1,4,5,3,2,4,4,2,4,2,2,1,4,2,4,4,2,4,4,2,2,1,4,3,5,2,5,2,4,2,4,4,4,4,2,2,4,2,1,1,3,0,8,3.6,3.5,3.7,3.4,4.1,3.6,4.3,3.8,2.8,3.9,3.4,3.1,6,8.6,8.28571428571429,5.4
"316","h9ePRmrBWgVtcNaExPenWBSdYvVk9X8V5NbEyEU8DIsAzDcCI10UvwMeOLsgZZgi",3,4,4,2,4,3,3,2,1,2,5,5,1,4,2,5,5,1,5,4,2,4,3,2,3,3,2,2,5,4,2,5,5,4,2,2,2,4,3,5,1,5,5,2,2,3,5,2,4,2,4,4,1,4,3,2,2,3,1,3,3,7,2,6,5,7,6,6,6,5,6,23,6,4,6,6,6,5,7,6,7,2,4,4,4,4,3,3,4,2,2,3,4,3,2,2,4,2,4,4,3,2,2,4,4,3,4,3,2,2,4,3,3,4,4,2,4,3,2,4,4,2,2,4,4,2,4,2,5,3,4,2,4,3,3,4,3,2,2,3,3,3,3,0,9,2.5,4.6,3.6,3.7,2.8,2.7,3.1,3.6,3.1,3.6,3.3,2.9,6,6,4.71428571428571,5.4
"317","Hc3GO3JQdW0VGw39PKtdxOs0H7ikCcOyPDV7DtXTQYwGrk0D9s5NzN6HctuRHrjW",1,5,5,3,3,2,5,4,2,1,4,5,3,5,5,5,5,4,3,2,1,4,4,2,4,5,5,1,4,2,4,1,5,4,1,2,5,4,5,5,1,5,5,4,2,1,5,2,1,2,1,5,3,2,1,5,4,2,1,1,8,5,9,4,5,5,3,6,4,5,7,25,5,2,6,5,5,2,5,5,4,2,1,5,5,3,1,5,5,1,1,1,3,1,3,1,4,1,3,3,1,1,1,5,2,1,5,4,3,1,2,2,1,4,5,3,4,5,3,5,5,1,3,2,5,3,5,4,1,2,1,4,5,5,2,5,1,2,1,4,4,1,3,4,5,2.9,4.3,3.9,3.5,2.9,4.2,4.5,2.3,3,4.5,3.6,4.6,6.33333333333333,4.4,4.71428571428571,1.6
"321","9zKg-_HbGk0aOBityVFDOxQpFiKLsGYgyrRaW179zkW4xIOmDL2pt7o4F4vF32Aw",2,4,4,4,2,4,4,4,3,2,4,2,2,3,4,3,4,2,5,3,1,2,2,2,5,4,4,3,2,3,1,2,3,3,2,4,3,4,4,4,2,4,4,2,3,2,4,2,4,4,5,2,2,4,4,3,3,2,4,2,1,9,4,6,9,8,4,1,6,9,8,22,6,3,4,8,7,5,7,5,8,1,3,2,5,4,5,4,4,2,3,2,3,1,4,4,4,5,4,3,3,4,1,4,4,1,5,2,5,1,5,3,2,2,5,4,3,4,3,4,4,5,2,3,4,3,5,1,5,1,5,2,5,2,2,4,1,4,2,4,1,1,3,0,11,3.5,3.2,3.3,3.6,3.5,3.2,4.1,4.2,4.4,4.3,2.7,3.6,5.66666666666667,6.4,7.28571428571429,6
"322","V3aoS7jxBk4Aldo9H-8Cp0grwluY0yktEhAtoVthCW7f2djingjUdKF062xg-BRt",2,5,4,4,3,3,4,5,3,3,3,1,4,2,3,3,4,3,2,2,2,5,4,3,5,3,2,2,1,4,2,1,4,3,2,3,3,5,4,2,2,4,4,2,3,3,4,3,4,5,4,2,3,2,3,1,3,3,2,1,1,8,1,6,9,7,2,2,7,9,8,23,5,5,5,8,7,6,6,5,6,2,4,5,2,4,2,2,3,2,1,2,2,1,1,2,2,2,2,2,2,1,1,4,2,3,2,1,2,1,4,4,4,1,5,3,2,3,4,4,5,2,4,4,5,1,3,2,2,4,4,2,2,4,4,4,3,2,4,4,4,1,3,6,4,3.1,3.4,3.4,3.4,4.5,3.7,3,2.4,3.4,3.5,4.1,2.8,5,6.4,7.42857142857143,6
"323","SMLZeuPnR_a_NTWQBRp5vEA7c0nH4i0KRWk9oaP5MDPDbOTInMwcu9Qa501yNtCY",2,5,4,4,4,2,4,4,4,3,3,1,4,1,2,2,4,2,2,1,1,4,4,3,5,3,3,2,5,4,2,1,4,2,2,2,3,5,4,2,2,4,4,2,4,2,4,3,2,5,5,2,3,2,2,1,3,3,2,1,2,8,2,5,9,7,2,1,8,9,8,24,5,4,6,7,6,6,7,5,7,2,5,5,3,4,4,3,3,4,2,2,4,1,1,2,3,2,2,2,2,1,1,4,2,3,2,2,3,1,4,4,4,2,4,3,2,2,4,5,4,3,4,4,4,1,2,3,3,3,5,3,4,3,4,3,3,1,3,4,4,1,3,6,4,2.8,3.9,3.2,3.8,4.6,4,3,2.9,3.5,3.5,4.4,2.5,5.66666666666667,6.2,7.71428571428571,5.6
"328","SBG4NTJsqTN5ld7CRhR3LPqT4w0kO3bFAZNBarRovtBeglcFUOW3JxDDMI4UknTC",3,4,2,4,4,4,2,2,1,3,5,2,3,2,4,5,4,1,5,3,2,4,5,3,5,4,2,3,5,4,2,2,4,4,5,2,2,4,4,2,1,5,4,4,4,2,4,4,2,2,4,5,1,2,4,2,4,3,2,1,5,5,2,4,7,5,2,2,6,7,4,23,6,3,5,9,8,8,7,8,7,2,4,2,5,3,2,4,2,1,1,5,3,2,3,2,1,1,2,2,4,2,1,5,2,3,2,2,5,2,1,3,2,2,5,2,4,2,4,4,3,1,4,5,4,2,5,3,5,3,5,2,5,4,4,4,4,2,1,1,4,2,3,0,1,2.6,4.2,3.3,3.3,3.1,3,3,2.3,2.3,4.8,3.3,2.6,6,8,5.85714285714286,4.2
"332","OWjScGZQikMHQsEBrehhBGkIntDSe9ULyQmTph6tILBna-SIujp8RHpLuWD-OWIO",1,4,2,3,5,2,5,3,2,2,3,2,5,1,4,4,4,2,2,2,2,4,4,3,5,4,1,1,5,3,1,2,4,1,4,3,5,4,4,4,1,2,5,4,4,2,4,4,1,4,2,2,4,5,2,2,4,2,2,1,1,9,1,8,8,8,3,3,8,8,7,31,7,1,6,3,8,3,2,6,9,2,4,4,4,4,1,1,3,4,4,2,5,2,1,5,5,3,4,4,4,4,3,4,3,3,1,5,3,1,1,4,5,4,2,4,5,2,2,2,3,5,2,3,4,5,2,2,2,2,5,3,2,4,4,3,2,4,4,5,2,3,5,5,11,3.3,3.8,3.5,2.9,3.6,4.8,2.9,2.7,4,2.4,2.2,2.1,7.33333333333333,4.4,7,7.2
"334","olR-9iczWUDU6zWUFnMHP2-FFo-2Km7Zp8Q-mlXUw8pJ7eILBq0mESO_due2m3ya",2,4,4,4,2,3,4,4,2,2,4,2,2,3,4,3,4,2,4,3,1,4,2,2,5,4,4,3,2,3,1,1,4,2,2,4,3,4,4,4,2,4,4,4,3,3,4,3,4,3,5,3,4,3,4,3,3,2,2,2,1,8,4,8,9,8,4,1,7,9,9,22,8,2,5,7,7,8,8,7,9,1,2,4,5,4,4,4,4,2,3,2,3,1,4,4,4,5,4,3,3,4,2,4,4,2,5,3,4,2,5,2,2,1,4,1,3,5,3,4,5,5,2,3,5,4,4,1,5,2,4,2,5,2,2,5,1,4,2,4,1,2,3,0,11,3.2,3.2,3.2,3.8,3.3,3.3,4.1,4.1,4,4,2.8,3.9,7,7.4,7.57142857142857,6.4
"335","1zKmTOeI7EQrsCBJ8pVqWaVJE-x3RQ0twSxZc__4T8mjrPVclk6EeqlznEj3k8JQ",3,5,4,5,5,3,3,4,2,4,3,4,3,1,2,3,5,1,2,3,1,5,4,4,4,4,3,3,5,2,1,2,4,1,4,3,1,5,4,3,1,5,5,3,3,3,5,3,2,4,3,2,2,5,4,2,3,2,3,1,2,9,5,6,9,9,1,1,9,9,9,24,2,5,2,9,9,8,9,9,9,2,2,3,4,5,4,2,3,4,3,3,4,5,2,2,1,4,5,1,3,3,1,5,3,4,5,4,2,1,4,4,2,2,5,3,5,2,4,5,4,4,2,4,5,1,5,1,4,3,3,2,5,3,4,2,5,4,4,4,3,4,3,0,5,2.9,4.1,3.1,3.7,3.9,3.4,1.9,3.4,4.1,4,3.4,3.4,3,8.8,8.42857142857143,5.8
"337","ZPY2y7bsPw_gy_RQihH90E6wMeyNfhNrjuNRXv0AQaWuC4pj9hcLaVoqXBTUY3Co",1,5,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,1,1,5,1,5,1,1,5,5,1,1,5,5,5,5,5,5,1,1,1,1,5,5,1,2,1,4,5,1,5,5,2,1,5,1,1,5,1,5,5,1,5,5,1,9,1,9,9,9,1,1,9,9,9,23,7,3,7,9,8,8,9,9,9,2,5,5,5,5,1,1,1,5,1,1,1,5,1,1,1,5,4,1,1,1,1,5,1,1,1,1,5,1,1,5,5,1,5,5,3,1,1,5,5,5,5,1,5,1,5,1,3,1,5,1,5,1,5,5,1,1,1,5,1,5,3,3,3,2.5,4.2,4.2,3.4,1.5,3.3,2.6,2.1,5,5,4.6,2.2,7,8.6,8.42857142857143,7.4
"343","yQ9vkm6nbuZOi7AARdhnpGRT-HuINKf9OPL1yl3ZVgD_-0Xr5Qs7Lpf4DSq9qMjM",1,5,4,4,5,4,5,1,1,2,1,1,3,4,1,4,5,3,2,1,1,5,4,3,5,1,5,1,5,3,3,1,5,4,5,4,3,5,4,4,2,3,5,1,4,1,5,1,2,2,4,1,4,4,1,2,1,3,3,1,2,9,3,5,9,5,5,2,3,8,9,28,7,2,7,7,7,7,8,7,7,2,3,5,4,4,3,4,3,2,4,2,2,1,2,1,1,4,4,3,2,1,1,5,3,3,3,1,3,1,2,4,3,1,5,5,2,3,3,5,4,4,4,2,4,1,1,5,5,2,3,4,5,1,5,4,3,1,2,4,2,1,3,0,6,3.9,3.5,4.3,4.6,3.9,4.2,3.7,3,4.1,3.8,4.6,3.1,7.33333333333333,7.2,6.14285714285714,5.6
"347","Bt7QsCt8crKuYXZYXvzaoifcNnjDRMpdpMDLvAHT0fXststeoQIzt7reb5yGTe-b",4,3,2,4,3,3,2,3,2,3,4,2,2,3,3,2,4,3,3,3,1,4,2,4,2,3,2,2,4,2,4,4,4,3,4,2,4,4,3,2,2,3,4,2,3,3,4,3,4,2,4,2,2,4,4,2,3,3,2,4,1,8,1,5,8,8,1,1,8,8,8,20,5,5,5,8,8,7,8,9,8,2,2,4,3,4,1,2,2,2,4,1,4,1,3,5,3,1,4,2,1,2,2,4,4,2,3,2,1,1,3,2,2,1,2,1,2,3,1,2,1,2,2,2,2,3,1,4,4,4,2,1,2,5,2,4,2,2,4,1,1,1,3,2,3,3,3.5,3.2,3.3,3.1,2.5,3.5,3.7,2.6,2.1,3,3.2,5,8,7.71428571428571,6.2
"353","JLV9-6hA9RNfoRzj2DfMMjOWH6kHN5HkcE2q4QOSFPKMb-g-Vklm84gqA4LxKXux",2,4,3,4,4,3,3,2,4,2,4,2,4,2,2,4,2,3,4,2,1,4,4,3,4,2,2,1,4,3,4,2,4,3,3,2,5,4,4,4,3,4,3,3,4,1,5,3,2,3,4,1,4,2,2,2,3,4,2,1,2,7,3,7,9,6,1,2,7,9,5,20,6,2,8,8,7,7,9,8,9,2,2,4,4,4,4,5,5,2,3,2,3,1,4,4,3,3,5,4,3,3,1,4,4,4,3,4,4,2,2,1,2,2,5,4,3,5,4,4,3,4,2,2,4,4,3,1,5,4,2,2,3,3,4,5,2,2,3,4,3,1,3,0,6,3,3.5,4.2,3.5,3.6,3.5,4.2,3.5,3.9,3.6,2.9,3.9,7.33333333333333,7.8,7,6
"357","yrBhLs7YLjcey323AwWTuqhDVTsSr8cPaxxoWAZJB_yik9fKinxssrUxc9xrudv7",2,4,2,4,4,4,4,4,3,2,4,3,2,2,2,4,5,4,2,2,3,4,3,3,3,3,4,2,4,2,2,2,4,5,4,3,4,4,4,4,2,4,4,2,4,2,5,2,3,3,4,2,3,5,3,2,2,3,3,4,5,6,5,6,6,5,6,6,4,6,4,20,5,5,5,4,4,4,5,4,6,2,3,4,3,4,2,3,5,3,2,3,3,3,2,3,2,4,4,2,2,2,2,4,2,2,3,3,4,2,3,3,2,2,4,3,4,3,4,4,4,3,2,4,4,2,3,2,3,2,4,3,4,2,2,3,2,3,2,3,3,3,2,0,3,3.4,3.7,4,3.6,3.8,3.5,3,3,3.6,3.8,3.5,3.5,5,4.2,4.14285714285714,4
"358","DDQxm0xGo3352Ve8z42yHeeVnKJNcc-Jayc91ysXRiH2jEaDd8P4FXnmfHlM61Bz",1,5,2,4,5,1,1,3,4,3,4,1,2,1,4,1,5,5,5,1,1,2,4,3,4,3,1,3,5,1,2,1,5,2,1,5,2,5,5,2,2,1,3,3,3,5,4,1,3,4,2,3,1,5,2,1,2,1,3,1,1,7,3,6,9,7,1,1,6,9,7,20,3,4,3,7,7,7,7,5,6,2,5,4,1,5,2,5,1,4,2,1,1,1,1,5,2,2,5,1,4,1,1,3,2,4,1,4,2,1,2,2,5,1,3,3,3,3,3,4,5,2,1,3,3,4,2,2,2,2,5,1,2,1,4,3,5,1,2,5,3,1,3,6,10,4.4,4.4,2.2,3.1,4.3,2.9,3.5,2.7,3.9,3.2,3.3,1.5,4,6.6,7.42857142857143,5.4
"359","LBpKDyZ304mqZ15zgbUaIGZ7pYDMpvwmtWwV0Q5uqyxfjSWLWz2jMaknBiM3dc_t",2,2,4,1,3,2,3,1,1,3,5,5,4,5,2,5,4,1,1,5,1,4,1,3,4,5,3,4,4,3,1,5,5,3,1,3,5,4,5,5,1,3,5,5,3,1,5,2,5,1,3,5,4,5,2,5,2,1,4,2,1,9,7,9,9,9,8,1,9,9,9,20,6,4,2,9,9,8,9,7,9,1,2,5,1,4,5,4,4,5,4,4,5,1,2,2,5,1,5,4,5,1,4,3,4,3,5,5,3,5,5,2,3,1,4,1,5,3,5,5,5,1,3,4,3,4,1,3,5,2,5,5,4,5,1,2,5,2,2,4,2,1,2,3,7,2.9,3.6,3,4.1,1.4,4,3.6,4.2,2.1,2.7,4.1,2.9,4.66666666666667,8.4,7.42857142857143,6.2
"371","sL49WRepzOKBaIYqNeYg1cZECx6dD98jf-IbRaiBd0feqXJ3MeiICDDTizl7ozKP",1,4,5,5,1,5,5,3,2,2,2,1,5,1,4,4,3,5,2,1,2,5,1,1,4,2,5,1,1,1,1,1,5,4,5,5,5,5,2,4,2,1,5,2,2,1,4,2,1,3,5,2,4,5,2,3,2,3,4,1,1,9,1,9,9,9,9,1,9,9,9,18,7,3,9,9,9,9,9,9,9,1,4,1,3,4,4,2,5,5,5,5,4,1,4,4,1,3,4,5,3,3,5,3,2,4,4,3,4,2,3,4,2,4,2,2,5,2,4,2,4,2,5,4,4,4,3,5,5,5,4,1,4,3,3,3,4,4,5,4,1,2,3,0,4,4.9,2.1,4.3,3.8,4.1,4.7,2.8,3.2,2.7,2.8,2.3,3.4,7.66666666666667,9,7.28571428571429,7.4
"374","EXBdO-AcnEpQQW3-9LNSnAwHwzHAcsk08F-TkLGGwqZ_wzKEA0Or-qB_zrGUC-p9",4,2,5,3,4,3,5,5,3,4,5,5,4,4,1,4,5,4,5,5,3,5,5,5,5,3,5,3,5,5,4,4,5,5,5,5,3,4,4,5,3,5,5,5,5,5,5,5,5,5,2,5,4,3,5,5,2,5,5,4,9,5,8,6,9,4,7,9,9,1,6,20,1,3,4,2,4,1,1,3,4,2,3,3,1,5,3,1,1,5,5,3,4,3,1,4,1,3,1,4,5,5,1,1,3,4,1,2,5,1,2,4,5,5,5,1,1,1,1,2,5,2,2,5,1,2,3,4,1,4,2,4,4,1,1,4,3,5,2,2,4,2,2,0,1,2.2,3.6,3.4,4.1,2.6,2.9,2.4,3,2.9,3.8,2.7,1.7,4,2.2,4.14285714285714,2
"389","zSlDEeHtU0KyfCWr4rQv5W34S2PQ_cTXEWGn77AoV8OOnDCm091qiNkZX1Kj45WF",1,4,2,4,2,2,3,5,4,1,5,5,1,2,1,5,2,2,2,2,2,5,1,4,2,5,2,1,2,4,4,1,4,4,1,2,5,5,4,3,2,4,4,2,4,1,4,5,4,4,1,2,2,4,5,2,2,1,4,4,1,8,7,3,9,9,1,2,7,9,9,21,7,4,6,8,8,3,8,8,8,1,2,4,4,4,5,4,4,4,3,4,5,1,4,1,4,4,5,5,2,5,1,2,5,2,5,2,4,2,5,4,2,1,4,2,2,5,2,5,4,2,2,1,1,2,5,5,5,1,4,2,5,4,1,4,1,2,2,4,2,1,3,6,10,2,3.1,4.1,3.2,4,2.9,4.4,4.7,2.7,4,3.8,3.5,6.33333333333333,7,8,4.6
"761","72Wlsoh5DebLff8Jc9SGXiEiLLB3BP76uE_G5QGnroaegRXTagsl1EHE1lYfpaio",1,3,2,3,5,3,5,2,3,2,3,1,5,2,2,3,3,2,3,2,2,5,4,2,5,4,2,2,5,5,2,2,5,3,2,5,5,4,3,2,2,2,3,3,3,2,4,2,1,2,4,2,3,2,1,2,2,3,3,1,2,7,2,7,8,4,7,1,1,8,8,22,7,1,6,8,4,8,8,4,9,2,1,2,3,5,1,5,5,2,1,4,3,1,5,2,2,2,2,2,1,2,1,3,1,2,5,4,1,1,2,2,1,3,4,2,4,1,5,3,4,1,3,2,3,2,5,4,2,1,1,2,5,1,4,4,1,3,4,1,4,1,3,4,10,3.5,3.8,3.5,3.4,3.2,4.5,3.9,2,2.8,3.8,2.9,4.8,7.33333333333333,6.4,5.28571428571429,6.2
